epoch,loss_1,loss_2,loss_3,loss_4,loss_5
1,0.9438,0.5656,0.5656,0.5656,0.5656
2,0.8249,0.9291,0.9291,0.9290,0.9290
3,1.0605,0.8635,0.8635,0.8633,0.8633
4,1.0902,1.1652,1.1652,1.1656,1.1658
5,1.2701,1.2844,1.2834,1.2935,1.2975
6,0.9387,0.8502,0.8503,0.8498,0.8495
7,0.6798,1.0624,1.0618,1.0661,1.0665
8,0.9575,0.9616,0.9619,0.9621,0.9633
9,0.7778,0.9122,0.9134,0.9058,0.9054
10,0.7193,0.9370,0.9392,0.9202,0.9136
11,0.6914,0.6639,0.6641,0.6639,0.6675
12,0.5243,0.5783,0.5752,0.5851,0.5914
13,0.6607,0.6553,0.6593,0.6688,0.6596
14,0.5123,0.7231,0.7000,0.7734,0.7368
15,0.5516,0.9861,1.0071,0.9975,1.0233
16,0.9366,0.8842,0.8766,0.8464,0.8512
17,0.6809,1.0399,1.0702,1.0338,1.0077
18,1.0494,0.9081,0.9069,0.9272,0.9579
19,0.7645,0.5331,0.5463,0.5217,0.5248
20,0.6828,0.8125,0.8592,0.7876,0.8327
21,0.8197,1.1611,1.1237,1.0466,1.1139
22,0.6816,0.9068,0.8627,0.9505,0.9039
23,0.9279,0.8975,0.8588,0.7578,0.7351
24,0.9678,0.6331,0.6737,0.6632,0.6409
25,0.8594,1.0664,1.0077,0.9464,0.9638
26,0.7185,0.8289,0.7506,0.7553,0.7669
27,0.6999,0.7607,0.6678,0.6487,0.7021
28,0.6452,0.8155,0.7834,0.8522,0.7922
29,0.8356,0.6808,0.7212,0.7592,0.7406
30,0.5706,0.7677,0.7470,0.8169,0.7461
31,0.6344,0.6415,0.5956,0.8256,0.9225
32,0.8499,0.6513,0.6038,0.6612,0.6685
33,0.6844,0.6835,0.6765,0.6614,0.6415
34,0.8955,0.6254,0.6532,0.7483,0.7276
35,1.0851,0.5485,0.5205,0.6264,0.5520
36,0.5344,0.6687,0.6142,0.6105,0.6327
37,0.6296,0.8805,0.8627,0.8989,0.9195
38,0.6241,0.6824,0.7841,0.6875,0.6696
39,0.6940,0.9455,0.9601,0.9686,1.0666
40,0.7874,0.6381,0.6075,0.7949,0.8044
41,0.7717,0.9002,0.9538,0.8854,0.7801
42,0.6962,0.7145,0.7065,0.6517,0.7002
43,0.7414,0.7973,0.7877,0.7436,0.7698
44,0.5456,0.6098,0.7724,0.6862,0.6764
45,0.6292,0.7835,0.8733,0.7426,0.7668
46,0.6136,0.8870,0.8504,0.8031,0.9763
47,0.6844,1.2333,1.2543,1.0069,1.0707
