epoch,loss_1,loss_2,loss_3,loss_4,loss_5
39,0.7527,1.0925,1.4884,1.0960,1.8568
40,1.5701,0.4486,2.4697,0.8412,0.5908
41,0.2299,1.1460,0.5731,0.3201,0.9600
42,0.6275,0.2501,0.0939,1.5600,0.6669
43,0.3077,0.2816,0.2831,0.3262,1.0422
44,0.4086,0.2360,0.4328,1.1276,0.8529
45,0.5581,0.5874,0.3441,0.4052,1.5327
46,1.0233,1.6154,0.6659,1.8013,0.7118
47,0.9342,1.0848,0.7087,0.3137,1.6200
48,1.3211,0.8552,1.4714,0.4749,0.6608
49,0.4883,0.9390,0.9044,0.8767,1.1198
50,0.5759,0.3050,0.2892,0.1587,0.7209
51,1.4858,0.6632,0.5878,0.5286,0.5336
52,0.2248,0.3329,0.9209,0.2450,0.9242
53,1.0777,0.8075,0.9693,2.1902,0.6058
54,0.2147,0.4771,0.3510,0.7826,0.5147
55,0.2797,0.7673,2.2524,0.3059,0.3859
56,1.4009,1.2556,0.6504,0.8243,0.6603
57,0.6018,2.0023,0.2039,0.3264,1.2004
58,0.4094,0.2188,0.1268,0.1339,0.3472
59,0.7303,0.5747,0.9817,0.7706,0.2990
60,1.8118,0.4577,0.0939,0.4763,0.3037
61,1.4915,0.9176,1.4511,1.3816,0.9517
62,0.2926,0.6664,0.0626,0.7631,0.5965
63,0.5680,0.2566,0.2813,0.1431,0.6539
64,0.3338,0.8423,0.4887,0.4777,0.9599
65,0.7336,0.9214,0.9219,0.4567,0.7892
66,0.6916,0.7964,1.1079,0.4668,0.5772
67,0.3165,0.3456,0.2477,0.1357,0.7478
68,0.7009,0.3436,0.6725,0.9000,0.4982
69,0.3614,0.4589,0.2915,0.3981,0.3564
70,0.2798,0.2876,0.3773,2.1610,0.5518
71,1.4197,0.5809,0.2179,0.8074,0.2950
72,1.3764,0.8902,0.6029,1.1506,1.4782
73,0.9779,0.3241,0.3941,0.4939,0.8693
74,0.3961,0.5312,0.3595,0.1746,0.9564
75,1.3550,2.0922,2.6075,1.1876,1.1560
76,0.1734,0.7151,0.5851,0.7058,1.3232
77,0.4479,0.8048,0.5458,0.5210,0.7480
78,0.6027,0.4422,0.1392,0.2462,1.4585
79,1.8285,1.0957,0.4265,0.5497,0.9558
80,0.4005,0.3071,0.2182,0.0774,0.0974
81,0.8201,0.8973,0.5674,1.0075,0.5368
82,0.2731,0.3749,1.5764,0.3081,1.3531
83,0.5855,2.4104,0.2793,0.4257,0.8395
84,0.5112,0.2560,0.2762,0.2910,0.9776
85,0.8311,1.0233,1.2277,0.7238,0.6780
86,1.0253,1.4891,0.4346,1.0428,0.6759
87,0.4436,0.1619,0.2982,0.1230,0.0774
88,0.9120,0.8570,1.1989,0.8592,0.3909
89,1.0522,1.1827,1.0863,0.8197,0.6161
90,1.2714,0.8050,1.0949,0.8191,1.3965
91,0.3455,0.3141,0.5276,0.3114,0.4633
92,0.7320,0.3697,0.4110,0.2764,0.8945
93,0.2104,0.5092,0.6815,0.4645,0.8088
94,1.1904,0.7250,0.4716,0.0281,0.5357
95,1.4098,1.1515,0.4244,1.8301,1.3374
96,0.5102,0.6549,0.4186,0.5848,0.5609
97,0.1457,0.2477,0.5429,0.2096,0.5302
98,0.3446,0.2985,0.3865,0.6602,0.4345
99,0.9801,0.6996,0.9368,0.2223,0.2075
100,0.3054,0.4380,0.3674,0.8059,0.3181
101,0.7318,1.3429,0.3964,1.9890,1.8646
102,0.2571,0.3372,0.2952,0.4200,0.3431
103,1.3091,0.4060,1.3077,0.1741,0.2974
104,1.5314,1.1822,0.4695,1.0621,0.5361
105,0.2526,0.3487,0.4391,0.1651,0.4642
106,0.3177,0.7861,0.4767,1.0253,0.5706
107,0.4596,0.2648,0.7415,0.7396,0.9975
108,0.3302,0.7222,0.1436,0.5554,0.3322
109,0.6590,0.2348,0.6230,1.9090,0.1937
110,1.4352,0.5448,0.5009,0.4375,0.2425
111,1.9934,0.9638,1.1331,0.4090,1.1025
112,0.3721,0.2180,0.8186,0.2428,0.7188
113,0.1841,1.2693,1.2512,2.2253,1.2446
114,0.6110,1.0954,1.8560,0.9356,0.6104
115,0.8786,1.0556,0.2974,0.6057,0.8542
116,0.2154,0.3441,0.6720,0.2813,0.7387
117,0.4101,0.3473,0.2922,0.6479,0.4548
118,0.5813,0.1983,0.4946,0.0556,0.7516
119,0.7447,1.1358,0.7233,1.6343,2.3905
120,0.7489,0.6174,0.6470,0.5685,0.7710
121,0.5468,0.3610,0.4747,0.0815,0.3694
122,0.2368,0.5883,0.2441,0.2167,0.7963
123,0.3281,0.3322,0.4689,0.0707,0.2016
124,0.2227,0.5908,0.2469,0.2269,0.2982
125,0.2275,0.4967,0.1975,0.1713,1.2539
126,1.1265,0.3955,0.2314,0.0399,0.4628
127,0.4490,0.9828,1.0050,0.2601,0.7128
128,0.2014,0.2689,0.4052,0.1100,1.5126
129,0.1758,0.2407,0.3991,0.2148,0.4762
130,0.1381,0.2250,0.2429,0.4654,0.3735
131,0.2591,0.2157,0.1281,0.4528,0.4829
132,1.3973,1.3659,0.6754,2.4848,1.1740
133,0.7985,0.3887,1.3830,0.6096,0.6311
134,0.6580,0.7739,1.0068,0.7909,0.5529
135,0.3765,0.8846,0.6945,0.4573,0.3183
136,0.5005,0.6418,0.3682,0.1577,1.2629
137,0.2399,0.2808,0.1311,0.0959,0.5273
138,1.2016,0.3389,0.1752,0.6022,1.6215
139,0.1392,0.3156,0.4332,0.3098,0.6452
140,1.3657,0.9028,0.6626,1.0515,0.5478
141,0.7686,0.3653,0.6706,0.4343,0.7651
142,0.3072,0.6094,0.8425,0.7776,0.3565
143,0.1577,0.2399,0.1892,0.1902,0.3311
144,0.0612,0.3771,0.0440,0.0937,0.8496
145,0.7521,0.2155,0.4340,0.1590,0.5897
146,0.9404,0.5591,2.2304,0.2016,1.4698
147,0.2642,0.5270,0.2638,0.3151,2.4871
148,0.2566,0.1948,0.2338,0.3299,0.6520
149,0.4460,0.8196,0.1057,0.1762,0.3522
150,1.0205,0.7236,1.0069,0.8289,0.8782
151,0.1594,0.2924,0.1408,0.2745,0.3846
152,0.6724,1.0314,1.2068,1.2579,0.8943
153,1.6607,0.7038,0.4561,1.4830,1.8267
154,0.9784,0.2910,0.5219,0.0331,0.6713
155,0.9740,0.9759,1.8219,1.6466,0.4785
156,0.5208,0.3196,0.4695,0.0829,0.4102
157,0.4414,0.3337,0.9650,0.1381,0.6459
158,0.2497,1.1884,0.3759,0.1184,0.2524
159,0.2560,0.6547,0.7413,0.5622,0.5980
160,0.6972,0.9784,0.8157,0.5797,2.0983
161,0.2579,0.2892,0.5381,0.7600,0.3288
162,0.3526,0.3966,0.9362,0.2434,0.6322
163,0.6249,0.3059,0.8134,0.4455,0.4077
164,0.6144,0.8773,1.3478,0.6824,0.4439
165,0.2182,0.3216,0.3673,0.4130,0.7294
166,0.3225,0.4189,0.5486,0.8414,0.4991
167,1.8345,0.8554,1.5216,0.8305,0.9995
168,0.5918,0.4238,0.1784,0.8188,0.3532
169,1.2692,0.8236,0.4195,0.9085,0.5330
170,0.2281,0.3836,0.3660,0.4151,2.1310
171,0.3489,0.1160,0.9988,0.1725,1.0345
172,0.7270,0.8761,1.1305,0.6442,1.2431
173,1.0679,0.6784,1.5278,0.4460,1.2215
174,0.4739,1.0013,1.5284,0.5985,1.8362
175,1.5680,0.4049,0.5344,0.3096,1.1161
176,0.7600,0.9870,0.2439,0.0507,1.3662
177,2.2358,1.8241,1.1978,2.3591,1.7030
178,0.5728,0.7238,0.1273,0.1999,0.8286
179,0.3292,1.1336,0.5667,0.3464,0.6155
180,0.2914,0.2158,0.7345,0.1532,1.2277
181,0.5566,0.3230,0.4053,0.0519,0.4290
182,0.1517,0.1920,1.4015,0.5919,1.1209
183,0.3733,0.3686,0.4058,0.4015,1.4765
184,1.8260,0.2682,0.2366,0.3017,1.2616
185,0.1288,0.2366,0.1600,0.0654,0.4686
186,0.3748,0.4098,0.4655,0.2520,1.0159
187,0.3543,0.4204,0.3663,0.4532,0.1423
188,0.1416,0.2519,0.2831,0.1609,0.7676
189,0.2245,0.7347,0.3715,1.0188,0.2861
190,1.1218,0.5813,0.2447,0.8473,0.3305
191,1.1505,0.5236,0.4756,0.2985,0.3291
192,0.7320,0.6555,0.5377,0.3150,0.4046
193,0.1827,0.2032,0.2112,0.3231,0.6776
194,0.5407,0.9926,0.8123,1.6131,0.9753
195,0.8058,0.9953,1.4519,0.5617,0.5982
196,1.9727,0.2920,0.2738,1.0401,0.5566
197,0.7843,0.9013,0.9164,1.0716,0.8339
198,0.6336,0.4449,0.5110,0.0826,0.5001
199,0.5985,0.3000,1.1556,0.8047,0.5630
200,0.1624,0.2523,0.6023,0.2542,0.7865
