epoch,loss_1,loss_2,loss_3,loss_4,loss_5
48,0.3441,1.4945,0.3142,1.1705,0.3034
49,0.3425,1.2739,0.6499,0.3400,0.2434
50,1.1587,0.2151,0.1574,0.7459,0.2175
51,1.1038,0.3899,0.5414,0.7010,1.8055
52,0.2685,1.2829,0.5992,1.8815,1.1310
53,0.4999,0.4682,0.9343,1.2491,0.8827
54,1.8396,0.4624,0.5753,0.5207,0.4145
55,0.1989,0.4916,0.4687,0.5322,0.3383
56,0.4352,1.8888,1.0545,1.4855,1.0446
57,0.3319,0.6674,0.2078,0.3186,0.9768
58,1.0670,0.5938,0.5876,0.5625,1.0080
59,0.5945,0.8593,0.7706,0.4174,0.4618
60,0.8954,1.3872,0.5669,0.2950,0.7401
61,1.2442,0.5688,0.9383,0.4717,0.4553
62,0.6433,1.3122,0.6235,1.2766,1.2686
63,0.5377,0.5183,0.7146,0.4085,0.6921
64,1.5123,0.2427,0.4937,0.6224,1.3859
65,0.4725,0.7049,1.3676,1.2018,2.2147
66,0.4250,0.8933,0.1722,0.9930,0.4526
67,0.5796,0.4046,0.8542,1.3403,0.4328
68,0.4517,0.8333,0.1990,0.9682,1.3844
69,0.7564,0.6718,0.3608,0.6672,0.7552
70,0.4160,0.9156,0.4732,0.7972,0.5270
71,1.8178,0.4141,0.2441,0.2599,1.6300
72,0.7945,0.4772,0.5949,1.0489,0.6619
73,1.5346,0.4620,0.3253,0.6210,1.0485
74,0.2534,0.8421,0.2346,0.6971,0.3109
75,0.6372,1.2019,0.4192,1.3750,0.8688
76,0.6494,0.8103,0.7161,0.6384,0.5315
77,0.6841,1.3489,1.2085,0.4856,0.7820
78,0.2775,0.6862,0.2377,0.1889,0.8158
79,0.4961,1.2472,0.9853,0.2317,0.2828
80,0.9119,0.4924,0.3169,0.4760,0.8030
81,3.2817,0.6474,0.5181,1.3879,0.3417
82,0.2511,0.3625,1.3737,0.6817,0.9128
83,1.3457,0.7453,0.7152,0.2620,0.5616
84,1.4472,1.0203,0.8374,0.7256,0.5422
85,0.6948,1.1534,0.4032,0.9985,1.5792
86,0.6800,0.8894,0.3517,0.9506,0.8713
87,0.0672,0.0820,0.5489,0.3802,0.5264
88,0.5959,0.5945,0.4839,1.0436,1.0006
89,0.8119,1.3717,1.3827,0.6228,0.6113
90,0.7517,0.5934,0.6294,0.7563,1.3296
91,0.6311,1.7178,1.9653,0.7163,0.9497
92,0.3949,1.5414,0.4855,1.0872,2.0925
93,0.2614,1.0341,1.2738,0.5867,0.9319
94,1.1305,0.9402,0.3204,0.5357,0.9556
95,0.6904,1.3000,0.3361,0.5822,1.6887
96,0.3307,0.6452,0.8241,0.9800,0.3640
97,0.2782,0.6033,0.6901,0.2199,1.7450
98,0.4000,0.6069,0.8135,0.2263,0.5645
99,1.3380,1.1072,0.6418,0.6757,0.8370
100,0.6009,2.3919,0.3834,0.4208,0.9206
101,1.4004,2.5639,1.4315,1.3602,1.2929
102,1.9347,1.3786,0.7285,1.2200,0.9261
103,1.7773,0.1808,0.2912,0.4141,0.0982
104,0.4703,0.3506,1.3251,0.7397,1.2918
105,0.5624,0.4381,0.6564,0.6338,0.6932
106,1.1499,0.7021,0.2937,0.5587,0.5619
107,0.3926,0.4301,0.4440,0.4757,0.4655
108,0.9822,0.4860,0.4662,0.3731,2.4833
109,0.3935,0.7334,2.3100,0.8447,0.9152
110,0.3321,0.8894,1.3869,0.2506,1.0575
111,0.8403,0.4596,0.3831,0.9081,0.9886
112,0.2607,0.7937,1.3201,0.5904,0.3635
113,0.8548,0.5762,0.5073,0.8121,0.8240
114,1.2480,0.9540,0.5382,1.5982,0.8119
115,3.7737,0.8781,0.8974,0.7690,0.8043
116,0.4337,2.1095,0.5997,2.0406,2.5989
117,2.8715,1.2912,0.6222,0.4440,0.6433
118,1.1289,1.4293,1.0776,0.3267,0.8307
119,1.0205,0.9154,1.2501,0.8457,1.2245
120,1.8249,0.5885,0.1110,0.3929,0.9089
121,1.0121,0.5018,0.3078,0.6492,0.3840
122,0.3818,1.2533,0.2275,1.0155,0.4014
123,0.6100,0.6690,0.7054,0.2550,1.2687
124,0.1407,0.2423,0.7073,0.7367,0.7680
125,1.1411,0.5637,0.1809,0.1368,0.8405
126,0.2619,0.4523,0.3635,0.6883,1.0256
127,0.5153,0.1822,0.6663,0.2537,1.3353
128,0.2275,0.2991,1.9618,0.2250,1.0720
129,0.1799,0.9117,0.3820,0.2665,0.5049
130,0.5764,1.1067,0.7224,0.2470,0.5280
131,0.8493,0.7800,1.0865,0.2787,1.5036
132,0.4195,1.4107,1.0366,0.9105,1.3693
133,0.4592,1.2448,0.7909,1.2125,0.6410
134,1.3257,1.3436,0.8868,0.8060,0.8282
135,0.8387,0.3404,1.3197,0.6080,0.7846
136,1.2582,0.3350,2.2512,0.6271,1.5545
137,0.2501,0.9824,0.3152,0.5373,0.5516
138,0.0632,0.5021,0.7032,0.8511,0.7990
139,0.4112,0.3378,1.0475,0.5946,1.0783
140,1.0566,0.3062,1.0390,1.8984,0.9132
141,0.1826,0.4390,0.6468,0.3863,0.6209
142,0.5959,0.0839,0.2427,0.4496,0.3720
143,0.1733,0.9620,1.2172,0.5350,0.7175
144,0.3511,0.6482,0.4629,1.1898,1.7887
145,1.5012,0.3495,1.0374,0.8470,0.3646
146,0.8154,0.9357,1.7596,1.1106,1.2258
147,0.5689,0.2358,0.6808,0.4367,0.3747
148,0.2682,0.7000,0.2098,0.6819,1.0439
149,0.7327,0.3153,0.4789,1.1072,0.3061
150,1.8825,0.3937,0.6462,1.0768,0.0984
151,0.4367,0.3687,0.1782,0.8468,0.5949
152,0.5082,0.9182,0.4725,0.3099,0.6720
153,0.1679,0.9256,0.6721,0.3854,0.8321
154,1.0705,0.7083,0.6506,0.3155,0.4716
155,0.9671,0.4757,0.5174,0.7037,0.4455
156,0.6118,0.6721,0.8182,1.0574,1.1791
157,0.5029,0.4004,1.6345,0.1236,0.4143
158,0.3620,0.8426,0.3786,0.7928,0.3351
159,0.3835,1.0429,1.3654,0.4363,1.1370
160,0.6240,1.4146,1.4968,0.4947,1.1992
161,0.3842,0.4831,0.5659,0.4081,0.3067
162,0.4161,0.4374,0.6857,0.4317,1.4448
163,1.0478,1.8972,1.0274,0.6236,1.1571
164,0.3172,0.9866,0.2414,0.3304,0.1096
165,0.5722,1.6604,0.3615,1.0357,1.2300
166,0.2196,0.9075,0.9590,1.0452,0.3977
167,1.4645,0.2954,0.5402,0.6769,0.2269
168,0.1077,0.7435,1.2320,0.6764,0.9320
169,0.8297,1.3960,0.6220,0.2962,1.1545
170,0.7821,0.9083,1.0098,0.5967,0.7723
171,1.1505,1.0165,0.0883,0.5336,1.9842
172,0.4437,0.4794,0.4329,0.7841,1.1890
173,0.4998,0.2082,0.7709,1.1522,0.7476
174,0.9794,0.6592,0.7891,0.2513,1.1392
175,0.2174,0.8886,1.1429,1.0883,0.2432
176,0.3276,0.4406,0.3263,0.7417,0.6866
177,2.2933,0.7850,0.9744,0.4906,1.9008
178,0.3688,1.0369,1.1910,1.1362,1.9666
179,0.4790,0.3403,0.6434,0.8228,1.2597
180,0.5239,0.9956,0.7304,0.7281,1.6309
181,0.7480,0.4836,0.2795,0.6952,1.0888
182,0.2441,0.6459,0.7186,1.0017,1.1276
183,1.1079,0.4438,1.0223,0.3890,1.1114
184,0.8251,0.6010,0.9859,1.2582,0.4501
185,0.3497,0.3426,1.4480,0.5569,0.2591
186,0.5063,0.6391,0.3107,0.6838,1.1076
187,0.4604,0.5852,0.2404,0.9597,0.1682
188,0.6931,1.2168,0.7541,2.2013,1.1871
189,0.5621,0.5755,2.0961,0.1393,0.6445
190,0.3064,1.0176,0.3812,0.6666,0.8637
191,1.0051,0.4419,0.2852,0.5415,0.2133
192,0.5934,1.0975,0.6002,0.4062,0.2534
193,0.2513,1.3561,0.4626,0.8366,0.4869
194,0.7029,1.1739,1.1742,0.6360,1.3196
195,0.8806,0.5862,2.1541,0.3864,0.8924
196,1.0795,0.5310,0.4855,0.6312,0.8719
197,1.1319,0.5421,0.6197,0.6587,0.1853
198,0.7042,0.1992,1.0240,0.7171,0.4066
199,0.2163,0.7414,1.2739,1.2456,1.2824
200,0.1271,0.8845,0.6390,0.7120,2.2533
