epoch,accuracy_1,accuracy_2,accuracy_3,accuracy_4,accuracy_5
123,0.7107,0.6983,0.6612,0.7231,0.6322
124,0.7231,0.7025,0.7066,0.7810,0.6364
125,0.7004,0.6942,0.6488,0.6942,0.6240
126,0.6653,0.7231,0.6777,0.7107,0.6322
127,0.7066,0.6570,0.6694,0.7231,0.6157
128,0.6983,0.7231,0.6818,0.7562,0.6240
129,0.7190,0.7149,0.6777,0.7397,0.6446
130,0.7025,0.7025,0.6901,0.7231,0.6653
131,0.7107,0.7066,0.6942,0.7562,0.6405
132,0.7025,0.6860,0.6860,0.7521,0.6157
133,0.6736,0.6901,0.6818,0.6901,0.6074
134,0.6860,0.7231,0.7066,0.6860,0.6694
135,0.6942,0.7025,0.7231,0.7438,0.6488
136,0.7107,0.6818,0.6715,0.7521,0.6426
137,0.6901,0.7438,0.6860,0.7583,0.6777
138,0.6736,0.7273,0.7066,0.7397,0.6095
139,0.7397,0.7066,0.6694,0.7314,0.6529
140,0.7066,0.7190,0.7107,0.7314,0.7004
141,0.7066,0.6818,0.6529,0.6860,0.6570
142,0.7273,0.6983,0.6942,0.7769,0.6632
143,0.7107,0.7273,0.7231,0.7521,0.6612
144,0.6983,0.7355,0.6942,0.7355,0.6880
145,0.6818,0.7149,0.6818,0.7562,0.6446
146,0.7355,0.7025,0.6942,0.7727,0.6488
147,0.6901,0.6818,0.6860,0.7645,0.6488
148,0.7190,0.6818,0.6715,0.7314,0.7066
149,0.6983,0.7231,0.7107,0.7562,0.6777
150,0.7273,0.7169,0.6901,0.7645,0.6343
151,0.7190,0.7149,0.6570,0.7066,0.6488
152,0.7314,0.6901,0.7066,0.7645,0.6405
153,0.7273,0.7190,0.6736,0.7810,0.6818
154,0.7273,0.7438,0.7025,0.7438,0.6777
155,0.6694,0.7066,0.7025,0.7397,0.6653
156,0.7107,0.7107,0.6983,0.7355,0.6674
157,0.7397,0.7231,0.7397,0.7314,0.6818
158,0.7149,0.7149,0.7025,0.7397,0.6653
159,0.7355,0.7314,0.7107,0.7769,0.6405
160,0.7397,0.7066,0.6942,0.7149,0.6756
161,0.7355,0.6818,0.6983,0.7355,0.7025
162,0.7397,0.7107,0.7025,0.7376,0.6694
163,0.7066,0.6983,0.6901,0.7603,0.6550
164,0.6983,0.7355,0.7149,0.7686,0.6240
165,0.7066,0.7273,0.6529,0.7314,0.6529
166,0.7211,0.7459,0.6860,0.7521,0.6488
167,0.6901,0.6777,0.7149,0.7397,0.6694
168,0.6860,0.7252,0.6901,0.7645,0.6653
169,0.7190,0.7025,0.6570,0.7355,0.7025
170,0.7190,0.7459,0.6921,0.7479,0.7025
171,0.6983,0.7231,0.7025,0.7583,0.6694
172,0.6860,0.7314,0.6777,0.7417,0.6570
173,0.7149,0.7107,0.6736,0.7314,0.6653
174,0.7355,0.7479,0.6488,0.7769,0.6405
175,0.7066,0.6942,0.6736,0.7314,0.6798
176,0.7397,0.7252,0.6777,0.7562,0.6694
177,0.7562,0.7603,0.6901,0.7562,0.7149
178,0.7355,0.7128,0.7025,0.7107,0.6467
179,0.7603,0.7252,0.6570,0.7397,0.6694
180,0.7231,0.6860,0.6653,0.7934,0.6694
181,0.7521,0.7211,0.7603,0.7686,0.6736
182,0.7521,0.7107,0.6736,0.7355,0.6426
183,0.7397,0.7665,0.7190,0.7397,0.6777
184,0.7025,0.7355,0.7190,0.7810,0.6901
185,0.7231,0.7211,0.6694,0.7727,0.6901
186,0.7314,0.7583,0.6901,0.7583,0.6901
187,0.7479,0.6736,0.7025,0.7521,0.6901
188,0.7438,0.7066,0.6942,0.7355,0.6736
189,0.7107,0.7562,0.7066,0.7810,0.6983
190,0.7521,0.7107,0.7066,0.7769,0.6653
191,0.7355,0.7107,0.6942,0.7479,0.6736
192,0.7397,0.7438,0.7314,0.7479,0.6694
193,0.7273,0.7066,0.7149,0.7562,0.6570
194,0.7562,0.7562,0.7107,0.7603,0.6653
195,0.7190,0.7397,0.6777,0.7438,0.7025
196,0.7521,0.7273,0.6983,0.7397,0.7066
197,0.7397,0.7273,0.6818,0.7438,0.7004
198,0.7273,0.6983,0.7066,0.7438,0.6901
199,0.7231,0.7314,0.7066,0.7810,0.6983
200,0.7231,0.7397,0.7335,0.7893,0.6983
