epoch,accuracy_1,accuracy_2,accuracy_3,accuracy_4,accuracy_5
99,0.7128,0.6570,0.6281,0.6612,0.6694
100,0.7376,0.6860,0.6364,0.6033,0.6198
101,0.6777,0.6198,0.6364,0.6529,0.6364
102,0.7087,0.6570,0.6322,0.6446,0.6570
103,0.7335,0.7066,0.6322,0.6570,0.6570
104,0.7335,0.6529,0.6322,0.6446,0.5826
105,0.6529,0.6405,0.6405,0.6570,0.6198
106,0.6426,0.6632,0.6694,0.6901,0.6116
107,0.6756,0.6364,0.6240,0.6901,0.6281
108,0.6591,0.6653,0.6281,0.6529,0.6198
109,0.6901,0.6074,0.6529,0.6901,0.6281
110,0.6777,0.6488,0.6240,0.6736,0.5785
111,0.7169,0.6364,0.6322,0.6529,0.6715
112,0.6653,0.6798,0.6570,0.6983,0.6570
113,0.6612,0.6777,0.6157,0.6694,0.6364
114,0.6612,0.6694,0.6157,0.6818,0.6488
115,0.6860,0.6860,0.6529,0.6364,0.6446
116,0.6653,0.6570,0.6322,0.6488,0.6012
117,0.7025,0.6818,0.6777,0.6033,0.6240
118,0.6653,0.6818,0.6364,0.6240,0.6488
119,0.7149,0.7025,0.6281,0.6860,0.6322
120,0.7025,0.6777,0.6405,0.6653,0.6488
121,0.6860,0.6777,0.6405,0.6240,0.5950
122,0.7231,0.6818,0.5909,0.6198,0.6777
123,0.6983,0.6983,0.6240,0.6694,0.6426
124,0.6942,0.6570,0.5992,0.6736,0.6240
125,0.6736,0.6157,0.6570,0.6322,0.6322
126,0.7149,0.6467,0.6570,0.6529,0.6322
127,0.6818,0.6736,0.6116,0.6405,0.6405
128,0.7128,0.6942,0.6281,0.6529,0.6322
129,0.6901,0.6653,0.6777,0.6860,0.6116
130,0.6983,0.6777,0.6157,0.6653,0.6240
131,0.7107,0.6777,0.5868,0.6488,0.6281
132,0.6983,0.6736,0.6240,0.6983,0.6157
133,0.7190,0.6446,0.6694,0.6198,0.6446
134,0.6983,0.6942,0.6322,0.6178,0.6157
135,0.6983,0.7025,0.6446,0.6322,0.6508
136,0.7438,0.6446,0.6529,0.5909,0.6198
137,0.7087,0.6901,0.6653,0.6322,0.5785
138,0.6983,0.7025,0.6198,0.6942,0.6074
139,0.6860,0.6818,0.6281,0.6157,0.5992
140,0.6818,0.6818,0.6281,0.6653,0.6116
141,0.6736,0.6736,0.6653,0.6405,0.6198
142,0.6777,0.6839,0.6240,0.7149,0.6157
143,0.7190,0.7066,0.6198,0.6240,0.6612
144,0.7025,0.6529,0.6240,0.6777,0.6612
145,0.7397,0.6860,0.6405,0.6612,0.6446
146,0.7438,0.7149,0.6488,0.6818,0.6901
147,0.6612,0.6983,0.6612,0.6488,0.6570
148,0.6942,0.7190,0.6529,0.6694,0.6570
149,0.6777,0.7190,0.6777,0.6818,0.6198
150,0.6818,0.7107,0.6736,0.6777,0.6736
151,0.6818,0.6777,0.6529,0.6901,0.6116
152,0.6694,0.6736,0.6405,0.6839,0.6157
153,0.6901,0.7231,0.6488,0.6488,0.6033
154,0.6777,0.7190,0.6488,0.6736,0.6240
155,0.7190,0.7190,0.6157,0.6570,0.6570
156,0.6942,0.6983,0.6281,0.6694,0.6488
157,0.7066,0.7190,0.6488,0.6529,0.6653
158,0.7417,0.7190,0.6405,0.6736,0.6322
159,0.6942,0.6942,0.6612,0.6756,0.6364
160,0.6570,0.7355,0.6322,0.6446,0.6570
161,0.7314,0.7066,0.6157,0.6529,0.6777
162,0.7314,0.7314,0.6198,0.6942,0.6818
163,0.7025,0.7231,0.6281,0.6612,0.6777
164,0.7025,0.7603,0.6570,0.6818,0.6570
165,0.7231,0.6942,0.6198,0.6942,0.6364
166,0.7231,0.7066,0.6364,0.6818,0.6322
167,0.7314,0.7149,0.6405,0.6570,0.6446
168,0.7355,0.6901,0.6612,0.6736,0.6446
169,0.6694,0.6942,0.6074,0.6446,0.6570
170,0.7066,0.6612,0.6901,0.6694,0.7190
171,0.6901,0.7479,0.6818,0.6446,0.6612
172,0.6983,0.6983,0.6777,0.6736,0.6901
173,0.7273,0.6777,0.6281,0.6612,0.6942
174,0.6860,0.6860,0.6860,0.6198,0.6736
175,0.7066,0.6736,0.6281,0.6322,0.6364
176,0.7273,0.7149,0.6570,0.6860,0.6901
177,0.7025,0.6736,0.6529,0.6405,0.7066
178,0.7562,0.7066,0.6488,0.6777,0.6777
179,0.7273,0.7211,0.6653,0.6653,0.6612
180,0.7355,0.7231,0.6736,0.6240,0.6240
181,0.7066,0.6694,0.6240,0.6612,0.6446
182,0.7149,0.7066,0.7231,0.6446,0.7355
183,0.7107,0.6694,0.6860,0.6983,0.6756
184,0.7438,0.6942,0.6736,0.6157,0.6818
185,0.7066,0.7025,0.6570,0.6570,0.6860
186,0.7025,0.6942,0.6322,0.6736,0.6860
187,0.7190,0.6736,0.6777,0.6612,0.6694
188,0.7521,0.6983,0.6529,0.6818,0.6777
189,0.7025,0.7231,0.6529,0.6240,0.6777
190,0.7479,0.7149,0.6777,0.6612,0.6798
191,0.7128,0.6860,0.6694,0.6405,0.6632
192,0.7107,0.6818,0.6529,0.6364,0.6694
193,0.7355,0.7066,0.6612,0.6756,0.6570
194,0.7190,0.6674,0.6694,0.6157,0.6281
195,0.7190,0.7066,0.6942,0.7107,0.6694
196,0.7231,0.6736,0.6074,0.6736,0.6240
197,0.6983,0.6983,0.6612,0.6694,0.6942
198,0.6942,0.7149,0.6612,0.6653,0.6529
199,0.7521,0.7252,0.6116,0.6942,0.6488
200,0.7128,0.7025,0.6860,0.6860,0.6488
