epoch,accuracy_1,accuracy_2,accuracy_3,accuracy_4,accuracy_5
101,0.8352,0.9286,0.8242,0.8571,0.8571
102,0.9231,0.9176,0.9121,0.9011,0.8901
103,0.8791,0.9011,0.8791,0.9011,0.8901
104,0.8681,0.9231,0.8571,0.8626,0.9011
105,0.8901,0.8846,0.9011,0.9231,0.9286
106,0.8571,0.8571,0.8462,0.9451,0.8736
107,0.8681,0.9286,0.8791,0.8791,0.9011
108,0.8736,0.9341,0.9121,0.8462,0.8571
109,0.8462,0.9341,0.8352,0.8901,0.9011
110,0.8681,0.8956,0.8516,0.9121,0.9121
111,0.8571,0.9231,0.8791,0.8956,0.8901
112,0.8462,0.9231,0.8571,0.8901,0.8681
113,0.8901,0.9011,0.8681,0.9121,0.8791
114,0.8901,0.8901,0.8297,0.9451,0.9121
115,0.8901,0.8791,0.9011,0.9121,0.8791
116,0.9011,0.9121,0.8791,0.9121,0.9121
117,0.9231,0.9121,0.8956,0.9231,0.9121
118,0.9341,0.9286,0.8846,0.9231,0.9231
119,0.9231,0.8901,0.8571,0.8516,0.9560
120,0.9066,0.9121,0.9396,0.9341,0.9451
